Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,1905.0,1909.0,1885.0999755859375,1902.3499755859375,1682.2176513671875,144685
2019-01-02,1907.9000244140625,1933.0,1900.550048828125,1923.1500244140625,1700.6104736328125,145042
2019-01-03,1913.5,1944.0,1891.699951171875,1896.449951171875,1677.0003662109375,155018
2019-01-04,1901.0,1901.050048828125,1841.5,1873.949951171875,1657.103759765625,320877
2019-01-07,1891.0999755859375,1909.0,1880.25,1896.6500244140625,1677.177001953125,98867
2019-01-08,1902.0,1908.0,1884.0,1893.050048828125,1673.9937744140625,84481
2019-01-09,1915.0,1919.0,1869.050048828125,1887.800048828125,1669.3509521484375,156721
2019-01-10,1904.0,1906.800048828125,1874.0999755859375,1888.1500244140625,1669.6607666015625,157549
2019-01-11,1875.0,1876.050048828125,1836.0999755859375,1841.949951171875,1628.806640625,530631
2019-01-14,1854.699951171875,1854.8499755859375,1810.5,1814.4000244140625,1604.4447021484375,170020
2019-01-15,1813.550048828125,1868.0,1809.550048828125,1864.199951171875,1648.482177734375,180669
2019-01-16,1869.949951171875,1874.800048828125,1848.550048828125,1870.0999755859375,1653.69921875,105630
2019-01-17,1871.0,1899.0,1871.0,1895.0999755859375,1679.398193359375,138166
2019-01-18,1887.0,1904.449951171875,1877.300048828125,1900.4000244140625,1684.0950927734375,75507
2019-01-21,1900.4000244140625,1931.300048828125,1896.550048828125,1905.800048828125,1688.880615234375,145868
2019-01-22,1908.0,1918.199951171875,1890.699951171875,1900.3499755859375,1684.0509033203125,85612
2019-01-23,1900.0,1907.699951171875,1874.0,1879.75,1665.7955322265625,64588
2019-01-24,1882.0,1904.5,1876.0,1901.75,1685.29150390625,83595
2019-01-25,1904.4000244140625,1933.449951171875,1900.75,1919.050048828125,1700.6221923828125,97696
2019-01-28,1931.699951171875,1958.0,1929.550048828125,1951.949951171875,1729.777587890625,146761
2019-01-29,1956.0,1989.800048828125,1937.300048828125,1983.1500244140625,1757.4266357421875,126943
2019-01-30,1983.1500244140625,1983.949951171875,1955.0999755859375,1977.8499755859375,1752.7298583984375,102628
2019-01-31,1988.0,2019.5,1985.050048828125,2014.5999755859375,1785.296875,145616
2019-02-01,2005.0,2035.0,1998.300048828125,2030.75,1799.6082763671875,112449
2019-02-04,2030.0,2051.0,2018.300048828125,2047.1500244140625,1814.1419677734375,82381
2019-02-05,2049.0,2054.75,2028.050048828125,2044.3499755859375,1811.6605224609375,71284
2019-02-06,2052.0,2086.0,2040.4000244140625,2077.85009765625,1841.3477783203125,355138
2019-02-07,2079.39990234375,2097.800048828125,2069.5,2079.89990234375,1843.1644287109375,94880
2019-02-08,2078.0,2088.25,2054.0,2062.75,1827.9661865234375,856235
2019-02-11,2062.0,2093.449951171875,2051.050048828125,2065.550048828125,1830.4476318359375,70084
2019-02-12,2070.0,2077.0,2020.3499755859375,2050.64990234375,1817.2435302734375,88124
2019-02-14,2064.0,2075.0,2033.1500244140625,2044.6500244140625,1811.9263916015625,40054
2019-02-15,2045.0,2052.0,2013.0,2030.9000244140625,1799.7418212890625,69676
2019-02-18,2035.0,2044.0999755859375,1965.5999755859375,1971.75,1747.3240966796875,103574
2019-02-19,1971.75,1971.75,1895.0,1904.8499755859375,1688.0382080078125,173030
2019-02-20,1913.949951171875,1933.800048828125,1882.0,1914.449951171875,1696.5457763671875,246655
2019-02-21,1924.0,1939.800048828125,1898.6500244140625,1912.25,1694.596435546875,199720
2019-02-22,1920.0,1930.5,1905.0,1925.9000244140625,1706.6929931640625,63686
