Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,7457.89990234375,7497.0,7396.4501953125,7477.60009765625,7215.10546875,120794
2019-01-02,7465.0,7465.0,7250.0498046875,7272.4501953125,7017.1572265625,58129
2019-01-03,7282.4501953125,7350.5498046875,7184.0498046875,7203.89990234375,6951.013671875,44813
2019-01-04,7249.89990234375,7309.9501953125,7168.5498046875,7237.39990234375,6983.33740234375,71659
2019-01-07,7350.0,7413.14990234375,7301.0,7349.0,7091.01953125,62188
2019-01-08,7385.0,7456.25,7320.0,7421.35009765625,7160.830078125,49601
2019-01-09,7493.0,7525.0,7417.5,7465.85009765625,7203.767578125,58302
2019-01-10,7483.2998046875,7502.0498046875,7220.0,7385.9501953125,7126.6728515625,41410
2019-01-11,7395.0,7395.5,7288.64990234375,7319.7998046875,7062.8447265625,36106
2019-01-14,7311.0,7431.7001953125,7251.85009765625,7402.5498046875,7142.689453125,46998
2019-01-15,7438.7001953125,7465.0,7321.0,7349.5498046875,7091.55029296875,36810
2019-01-16,7365.0,7384.75,7291.0498046875,7305.25,7048.8056640625,38526
2019-01-17,7325.0,7397.9501953125,7310.25,7333.7001953125,7076.2568359375,26924
2019-01-18,7365.0,7375.0,7324.7001953125,7353.35009765625,7095.21728515625,22213
2019-01-21,7384.0,7384.0,7160.4501953125,7200.9501953125,6948.1669921875,51418
2019-01-22,7199.0,7199.0,7051.0,7068.25,6820.12548828125,56383
2019-01-23,7042.0,7130.0,7020.0,7042.14990234375,6794.94140625,50959
2019-01-24,7045.0,7099.9501953125,7011.0,7037.39990234375,6790.3583984375,36706
2019-01-25,7069.0,7131.0,6420.0,6516.35009765625,6287.599609375,202516
2019-01-28,6514.7998046875,6601.7998046875,6324.35009765625,6508.5498046875,6280.0732421875,121617
2019-01-29,6495.0,6612.2998046875,6442.0498046875,6523.2998046875,6294.30517578125,62733
2019-01-30,6541.0,6582.0,6509.7998046875,6528.25,6299.08154296875,36728
2019-01-31,6599.0,6675.85009765625,6465.64990234375,6628.0498046875,6395.3779296875,68334
2019-02-01,6655.0,7196.0,6655.0,6956.5498046875,6712.34619140625,240469
2019-02-04,6965.0,7036.7001953125,6852.0498046875,6968.0498046875,6723.4423828125,56285
2019-02-05,6991.0,7126.35009765625,6989.0,7096.0,6846.9013671875,41205
2019-02-06,7130.0,7240.0,7074.60009765625,7191.10009765625,6938.6630859375,59868
2019-02-07,7212.89990234375,7314.0,7188.2998046875,7284.25,7028.54248046875,43095
2019-02-08,7284.0,7297.75,7101.0,7146.14990234375,6895.29052734375,28898
2019-02-11,7140.0,7219.4501953125,7053.10009765625,7185.0498046875,6932.82470703125,36034
2019-02-12,7217.0,7229.0,7122.0,7145.10009765625,6894.27734375,32458
2019-02-14,7054.0,7106.5,6989.7001953125,7017.0498046875,6770.72216796875,41648
2019-02-15,7046.0,7090.60009765625,6900.0,6925.2998046875,6682.19287109375,45063
2019-02-18,6980.0,6980.0,6825.25,6844.39990234375,6604.13330078125,30998
2019-02-19,6849.9501953125,6913.89990234375,6778.39990234375,6805.75,6566.83984375,27817
2019-02-20,6852.0,6882.64990234375,6807.0,6848.7001953125,6608.28271484375,24389
2019-02-21,6860.0,6878.0,6718.2998046875,6796.7998046875,6558.2041015625,50170
2019-02-22,6844.0,6940.0,6804.75,6916.39990234375,6673.60546875,60109
2019-02-25,6932.0,6984.39990234375,6887.5498046875,6921.4501953125,6678.47900390625,45385
2019-02-26,6884.0,6974.89990234375,6808.35009765625,6896.2998046875,6654.2109375,51512
2019-02-27,6905.0,7047.0,6849.85009765625,6955.2001953125,6711.04443359375,61868
2019-02-28,7003.25,7032.4501953125,6801.14990234375,6832.25,6592.40966796875,44679
2019-03-01,6889.0,6950.0,6833.2998046875,6933.2001953125,6689.81640625,43479
2019-03-05,6941.0,7155.0,6895.25,7114.5,6864.751953125,54806
2019-03-06,7148.0,7148.0,7014.0498046875,7058.9501953125,6811.15185546875,33300
2019-03-07,7059.0,7081.5,7000.7998046875,7030.64990234375,6783.8447265625,33038
2019-03-08,6999.0,7021.89990234375,6955.0,6972.85009765625,6728.07421875,24623
2019-03-11,6987.0,7118.0,6973.10009765625,7090.39990234375,6841.49755859375,36852
2019-03-12,7104.0,7229.0,7102.0,7153.9501953125,6902.8173828125,61913
2019-03-13,7189.89990234375,7200.2001953125,7050.10009765625,7086.0498046875,6837.30078125,36143
2019-03-14,7100.0,7147.9501953125,7049.0,7086.7998046875,6838.0234375,35928
2019-03-15,7100.0,7154.35009765625,7058.7001953125,7092.0498046875,6843.08935546875,33566
2019-03-18,7070.0,7081.0,6780.2001953125,6910.35009765625,6667.7685546875,87540
2019-03-19,6910.5,6910.5,6810.0,6832.5498046875,6592.69921875,33114
2019-03-20,6835.0,6853.7001953125,6651.0,6680.7998046875,6446.27587890625,67549
2019-03-22,6584.0,6717.0,6540.39990234375,6558.0,6327.787109375,87753
2019-03-25,6533.89990234375,6621.4501953125,6491.35009765625,6523.4501953125,6294.4501953125,78623
2019-03-26,6569.0,6600.0,6483.5498046875,6578.7998046875,6347.85693359375,84844
2019-03-27,6605.0,6643.7001953125,6500.0,6522.25,6293.2919921875,71724
2019-03-28,6564.0,6618.0,6507.0,6585.7001953125,6354.5146484375,58189
2019-04-01,6711.0,6868.9501953125,6698.85009765625,6842.85009765625,6602.6376953125,104148
2019-04-02,6851.25,6904.39990234375,6787.7998046875,6882.85009765625,6641.23388671875,85039
2019-04-03,6890.0,7100.0,6890.0,7074.10009765625,6825.77001953125,147795
