Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,1061.5,1075.0,1053.5,1073.7249755859375,1013.5091552734375,251790
2019-01-02,1072.5,1073.9749755859375,1060.050048828125,1062.9749755859375,1003.3621826171875,185782
2019-01-03,1063.0,1063.4000244140625,1052.949951171875,1056.125,996.8961181640625,218396
2019-01-04,1055.574951171875,1063.5,1055.574951171875,1058.875,999.491943359375,151206
2019-01-07,1062.5250244140625,1067.0,1057.0999755859375,1060.0,1000.553955078125,115032
2019-01-08,1062.5,1064.0,1048.800048828125,1051.425048828125,992.4598388671875,215866
2019-01-09,1060.0,1061.5,1051.5,1058.0999755859375,998.7603759765625,92812
2019-01-10,1058.0,1061.574951171875,1051.75,1054.7750244140625,995.6219482421875,115732
2019-01-11,1057.0,1062.0,1053.5,1056.074951171875,996.8489990234375,90398
2019-01-14,1057.2750244140625,1057.2750244140625,1048.5,1050.425048828125,991.5159912109375,54542
2019-01-15,1052.5,1063.0,1050.0250244140625,1060.5250244140625,1001.0494995117188,131320
2019-01-16,1060.0,1062.0,1054.449951171875,1060.0,1000.553955078125,5785706
2019-01-17,1060.5,1067.425048828125,1057.0,1064.5250244140625,1004.8251953125,345492
2019-01-18,1063.0,1069.875,1057.5,1065.5999755859375,1005.83984375,100598
2019-01-21,1074.5,1082.5,1062.7750244140625,1073.2750244140625,1013.08447265625,360864
2019-01-22,1086.5,1086.5,1065.0,1067.175048828125,1007.3264770507812,128934
2019-01-23,1068.050048828125,1075.0250244140625,1051.199951171875,1054.875,995.71630859375,158642
2019-01-24,1056.0,1060.824951171875,1048.5,1050.949951171875,992.0114135742188,262316
2019-01-25,1051.949951171875,1054.875,1045.050048828125,1046.9749755859375,988.25927734375,231336
2019-01-28,1049.5,1050.449951171875,1038.625,1041.7750244140625,983.35107421875,1431442
2019-01-29,1042.0,1042.0,1026.9000244140625,1029.050048828125,971.339599609375,275306
2019-01-30,1038.0,1038.0,1014.0,1016.2750244140625,959.281005859375,260046
2019-01-31,1019.5,1045.0,1011.5,1040.574951171875,982.2181396484375,202786
2019-02-01,1041.0,1058.5,1039.0,1045.824951171875,987.1737670898438,335200
2019-02-04,1049.5,1056.5,1041.5,1053.5,994.4183959960938,154024
2019-02-05,1054.5,1059.5,1048.625,1057.449951171875,998.1468505859375,206094
2019-02-06,1060.0,1062.5999755859375,1056.9749755859375,1061.5,1001.9697265625,158162
2019-02-07,1063.5,1065.0,1054.5,1058.5250244140625,999.1616821289062,127212
2019-02-08,1057.0,1071.4000244140625,1052.4749755859375,1061.574951171875,1002.0404663085938,145398
